編號,基金會名稱,郵遞區號,住址,董事長,目的,許可日期,文號,原始設立基金,目前基金總額,連絡電話,聯絡人,FAX,郵遞區號,聯絡地址,備註
769,財團法人俊華教育基金會,110,臺北市信義區崇德街53號,黃世明,發揚固有中華倫理道德教育，啟發人生智慧，導正社會人心為宗旨。,2007-02-15,臺社(四)0960026292號,30000000,40000000,(02)2378-6161,歐春致,(02)2378-6163,110,臺北市信義區崇德街31巷10號,
770,財團法人吳林訪蘭文教基金會,106,臺北市大安區永康街37巷35之3號4樓,戴美玉,推動公益文教事業，增進社會祥和。,2007-03-13,臺社(四)0960033134號,30000000,30000000,(02)2370-2898,歐陽榮緯,(02)2388-2758,108,臺北市開封街2段40號13樓,
771,財團法人漢儒文化教育基金會,100,臺北市中正區衡陽路36號6樓之1,楊天長,以規劃推廣社會教育與終身學習之理念，並以培養專業人才、舉辦公益文化活動為宗旨。,2007-03-21,臺社(四)0960036497號,30000000,190497820,(02)2311-2728#14,楊繼威,(02)2311-6778,100,臺北市中正區衡陽路36號6樓之1,
772,財團法人李昌鈺博士物證科學教育基金會,104,臺北市中山區樂群二路299號5樓之3,謝銀黨,以綜整物證科學教育資源、促進物證科學研究發展、提升我國物證科學水準、擴大國際物證科學交流、追求人類社會公平正義、彰顥人性尊嚴與生命價值為宗旨。,2007-09-29,臺社(四)0960147980號,30000000,30000000,(02)8502-7785,曾英洲,(02)8502-7786,104,臺北市中山區樂群二路299號5樓之3,
773,財團法人基督教愛盟家庭文教基金會,106,臺北市大安區新生南路3段86號6樓,楊寧亞,以基督的愛，連結教會、機構及社會資源並透過教育訓練、傳播宣導、結盟分享、諮商輔導等方式，在各地建立無數幸福、有活力、堅守「真愛盟約」的家庭為宗旨。,2007-10-24,台社(四)0960159940號,30000000,30000000,(02)2363-0234#302,林朝興,(02)2363-2111,106,臺北市大安區新生南路3段86號6樓,
774,財團法人宏達文教基金會,330,桃園市興華路23號,卓火土,以辦理文化教育事業為宗旨。,0000-00-00,臺社(四)0960160900號,30000000,660755725,(03)3753252#7989,林珍慧,,330,桃園市興華路23號,
775,財團法人聚陽人文發展教育基金會,104,臺北市中山北路2段112號14樓之4,周理平,以回饋社會、促進產業新、人才發展培育及促進產學合作為宗旨。,2007-10-23,臺社(四)0960161527號,30000000,30000000,(02)2567-7801#1003,王謙,(02)2568-3289,104,臺台北市中山北路2段106-2號5樓,
776,財團法人新光真情教育基金會,104,臺北市中山區建國北路2段15號8樓,孫若男,以獎勵學術研究與交流、弘揚人文道德、獎助公益團體、舉辦教育性活動、以及培養人才為宗旨。,2007-11-05,臺社(四)0960162406號,588000000,58800000,(02)5554-4689,李麗玲,(02)2504-6312,104,臺北市中山區建國北路2段15號12樓,
778,財團法人萬益社教基金會,115,臺北市南港區三重路19之2號9樓,黃茂雄,以發展社會教育、振興學術研究、培養優秀人才、推廣藝文活動，並以贊助教育、文化及公益事業為宗旨。,2007-12-28,臺社(四)09601202246號,30000000,30000000,(02)5550-5888,黃政堯,(02)2655-3588,115,臺北市南港區三重路19之2號9樓,
779,財團法人光寶文教基金會,114,臺北市內湖區瑞光路392號1樓,宋恭源,以發揚人性光輝，推廣各類人文科學暨教育之研究討論並將成果推行至個人企業及社會，以提升企業經營水準及國民生活素質。,1992-12-22,臺(81)社70394號,10000000,43260000,(02)8798-2888#6071,簡慧美,(02)8798-2305,114,臺北市內湖區瑞光路392號1樓,
780,財團法人李謀偉福聚教育基金會,105,臺北市松山區八德路4段85號6樓,李謀偉,以提昇企業管理學術研究及教育水準為宗旨。,2008-01-23,臺社(四)0970010385號,30000000,30000000,(02)87519698851,林小姐,(02)2766-3440,105,臺北市松山區八德路4段85號6樓,
781,財團法人鄭福田文教基金會,222,新北市深坑區北深路3段270巷10號6樓,曾永輝,以推廣及贊助教育推廣活動、提供獎助學金為宗旨。,2008-02-05,臺社(四)0970015549號,30000000,1350000000,(02)2662-3166,邱慧珠,(02)2662-5097,222,新北市深坑區北深路3段270巷10號6樓,
782,財團法人華碩文教基金會,111,臺北市北投區立德路15號16樓,施崇棠,以弘揚知識經濟、提昇創新能力、培育科技人才、促進產學合作、推廣環保節能、生態保育、推展文化藝術、社會教育，結合電腦、網路設備、建構網路平台，提升國人資訊教育、提高國民生活品質及促進世界交流之發展為宗旨。,2008-04-03,臺社(四)0970047707號,50000000,50000000,(02)2894-3447#2097,詹綺櫻,(02)2895-6796,111,臺北市北投區立德路15號16樓,
783,財團法人蘇天財文教基金會,100,臺北市愛國東路22號15樓,張迺良,以辦理社會教育、科技興國等社會公益活動為宗旨。,2008-05-09,臺社(四)0970075757號,300000000,300000000,(02)2397-3711#375,簡麗玲,(02)2397-2106,100,臺北市愛國東路22號15樓,
784,財團法人華固教育基金會,110,臺北市信義區信義路4段456號10樓,鍾榮昌,以建築教育生活化為宗旨。,2008-07-29,臺社(四)0970138406號,30000000,30000000,(02)7719-6699,連文欣,(02)7729-0998,11052,臺北市信義區信義路4段456號10樓,
785,財團法人張仲景文教基金會,104,臺北市中山區南京東路2段38號10樓,張步桃,以宏揚醫聖張仲景之精神及中醫藥文化，推廣中醫藥教育，提昇中醫學術水平為宗旨。,2008-10-06,臺社(四)0970195855號,30677572,30677572,(02)2368-2114,張閎運,(02)2364-1218,10457,臺北市羅斯福路2段140號2樓之2,
786,財團法人中華民國台灣省張溥泉先生、崔震華委員優秀清寒學生助學基金會,100,臺北市中正區金華街59號7樓,趙希江,以獎助河北籍優秀清寒學生為目的。,1973-01-15,教字第13736號,1000000,6337714,(02)2395-2270,李玉銘,,100,臺北市中正區金華街59號7樓,
787,財團法人蔡棋清先生文教基金會,105,臺北市松山區健康路168號3樓,蔡春霞,本會以辦理非營利性教育相關活動為宗志。,2008-12-18,臺社(四)0970254810號,30000000,30000000,(02)2763-2673,孫鳳蓉,(02)2748-3496,105,臺北市松山區健康路168號3樓,
788,財團法人明行文教基金會,104,臺北市忠孝東路5段482號8樓之2,潘茂展,以推展各項文教公益事業為宗旨。,2008-11-14,臺社(四)0970228181號,30000000,30000000,(02)2346-0667,高永和,(02)2346-0532,106,臺北市忠孝東路5段482號8樓之2,
789,財團法人立賢教育基金會,104,臺北市中山區明水路589號2樓之2,王志剛,秉持人文關懷及社會責任，以協助推行國民教育、扶助清貧學子、推動學術交流及豐厚藝文發展為宗旨。,2008-12-03,臺社(四)0970236966號,30000000,30000000,(02)2533-7020或7008,李一鑫,(02)2533-9019,104,臺北市中山區明水路589號2樓之2,
790,財團法人龍顏基金會,103,臺北市大同區延平北路2段202號9樓,顏政雄,人文關懷、推廣閱讀、提升文化、鼓勵藝術創作、終生學習社會為宗旨。,2005-02-05,內授中社0940700209號,100000000,100000000,(02)2557-9670,張淑芬,,103,臺北市大同區延平北路2段202號9樓,
791,財團法人蔡長海教育基金會,413,臺中市霧峰區柳豐路500號,蔡長海,以協助台灣地區教育之發展，推動學術研究與文教、藝術活動，培育教育人才，獎勵優秀清寒學生，推動各項教育、公益活動為宗旨。,2009-06-19,臺社(四)0980102482號,30000000,30000000,(04)2332-3456#1011,韓惠鈴,(04)2331-6699,413,臺中市霧峰區柳豐路500號,
792,財團法人聯詠科技教育基金會,300,新竹市科學工業園區創新一路13號2樓,何泰舜,促進人文發展，推動科學教育,2010-01-07,臺社（四）字第0980227306號,30000000,30000000,03-567-0889#25138,彭愛茹,03-666-9658,300,新竹市科學工業園區創新一路13號2樓,
793,財團法人光慧文教基金會,54264,南投縣草屯鎮虎山路332巷166號,謝坤德,發揚中華倫理文化及獎助在校學生敦品勵學為宗旨,1989-11-16,臺灣省政府教育廳78年11月16日教五字第88458號函,1500000,111322105,(049)235-1346,廖雪香,(049)233-9968,54264,南投縣草屯鎮虎山路332巷166號,
794,財團法人大聯大教育基金會,10665,臺北市大安區敦化南路2段97號10樓,黃偉祥,以提昇知識經濟，建構優質教育環境，推動企業管理學術及實務之研究，關懷藝術與人文及環境教育等公益為宗旨。,2010-09-27,臺社(四)字第0990158348號,30000000,30000000,(02)2706-8268#5291,陳碧靜,(02)2706-9678,10665,臺北市大安區敦化南路2段97號10樓,
795,財團法人夢田教育基金會,114,臺北市內湖區陽光街345巷14號5樓,高婉倩,以結合各界力量培育人才，推展社會文化教育，增進全民人格及身心健全發展為宗旨。,2011-02-15,臺社(四)字第1000021179號,30000000,30000000,02-26598399,李美嬅,02-26598390,114,台北市內湖區陽光街345巷14號5樓,
796,財團法人普陀山國清教育基金會,,高雄市燕巢區深水里深中路3號深水觀音禪寺內,李淑華,以慈悲喜捨之理念，闡揚止觀明靜、悲智教化精神，促進克己自牧的德育人文教育,2011-06-29,臺社(四)字第1000095650號,30000000,30000000,07-6152798,尤玲凰,07-6151360,,高雄市燕巢區深水里深中路3號深水觀音禪寺內,
797,財團法人民間公民與法治教育基金會,104,臺北市松江路100巷4號5樓,張迺良,以研究發展暨推動，包括公民教育、法治教育、人權教育、品格教育等有關範疇之公民與法治教育為宗旨,2011-11-24,臺社(四)1000210476號,30000000,30000000,02-25214258,朱惠美,02-25214245,104,臺北市松江路100巷4號5樓,
798,財團法人王永慶先生教育基金會,106,臺北市大安區敦化南路2段76號2樓,王文洋,為紀念王永慶先生，以獎助學生向學，推展家庭、社會、法治與新聞教育，關懷藝術及環境教育，促進國內外學術交流，推動及贊助社會等教育公益活動，以提振全民教育及改善社會風氣為宗旨。,2012-02-20,臺社(四)字第1010026817號,30000000,30000000,02-25031888#2901,許蓮聰,02-25081834,106,臺北市中山區民生東路3段69號12樓,
799,財團法人台聚教育基金會,114,臺北市內湖區基湖路37號12樓,吳亦圭,以從事公益性教育事業為宗旨。,2012-03-09,臺社(四)字第1010038396號,50000000,50000000,02-87516888#3293,高素華,02-26599530,114,臺北市內湖區基湖路39號10樓,
800,財團法人臺中商業銀行文教基金會,400,臺中市中區民權路87號,黃秀男,獎助清寒優秀學生，藉以培養國家社會有用人才為宗旨。,1975-09-30,64教五59877號,2000000,8190000,(04)3700-1155#5292,陳春宜,(04)3700-4684,400,臺中市中區民權路87號,
801,財團法人國立斗六中學文化教育基金會,640,雲林縣斗六市民生路224號,張淑容,激勵在校之優秀與清寒學生及獎助校友文化教育活動，協助校務推展，期能培植人才，對國家有所貢獻。,1984-06-22,73教五46862號,1800000,13500000,(05)532-2039#160,馬明宏,,640,雲林縣斗六市民生路二二四號,
802,財團法人廖學鏞先生文教基金會,408,臺中市南屯區大墩四街433號,廖本煥,以推動各項文教活動，促進學術研究及獎勵各級學校學生敦品勵學為宗旨。,1987-10-22,76教五87239號,1050000,2260000,(04)2382-4411,黃月年,,408,臺中市大墩四街四三三號,
803,財團法人十方啟智文教基金會,406,臺中市北屯區東山里橫坑巷77之2號,魏振豐,以發揚中華文化及興辦啟智教育公益事務為宗旨。,1988-02-29,77教五字第24034號,1000000,101626632,(04)2239-3008,游月菊,(04)2239-5738,406,臺中市北屯區東山里橫坑巷77之2號,
804,財團法人劉培中紀念文教基金會,426,臺中市新社區永源里中和街1段山腳巷20之1號,余添火,發揚中華倫理文化及舉辦教育公益業務為宗旨。,1989-01-05,,1000000,1000000,(04)2220-7090,施敏惠,,426,臺中市新社區永源里中和街1段山腳巷20之1號,
805,財團法人景少榮先生文教基金會,406,臺中市北區山西路2段99號,沈華海,發揚中華倫理文教獎勵教育公益事業及獎勵各級學校學生敦品勵學為宗旨。,1989-10-30,,1080000,1080000,(04)2292-2525,張淑嬿,,406,臺中市北區山西路2段99號,
806,財團法人黃正華文教基金會,402,臺中市國光路250號,李成章,以舉辦教育公益業務，培養優秀農學人才為宗旨。,1990-06-27,79教五51573號,2000000,3500000,(04)2284-0777#608,周煒裕,,402,臺中市國光路250號,
807,財團法人中商校友文教基金會,403,臺中市西區大和路22號4樓,劉耀宗,一.響應政府推動文教活動。二.配合國立台中技術學院合辦各種文教活動，並協助母校校友，以加強文教聯誼活動之推展。,1991-02-23,,5000000,5000000,(04)2219-5062,左燕貽,(04)2219-5061,404,臺中市北區三民路3段129號,
808,財團法人台灣省私立江陳樹文教基金會,400,臺中市中區民生路9巷24號,江黃靜花,弘揚中華文化，提倡國民道德，改善社會風氣，積極推行社會文教事業。,1991-11-25,80教五1775號,5000000,5000000,(04)2473-9129,賴武義,,400,臺中市南區民生路9巷24號,
810,財團法人國立清水高級中學獎學基金會,436,臺中市清水區中山路90號,廖榮輝,激勵國立清水高級中學在校之清寒優秀學生努力向學，完成學業，貢獻才力於國家社會。,1993-06-30,,5135769,10900900,(04)2622-2116#511,李定蒼,,436,臺中市清水區中山路90號,
811,財團法人國立新竹高級工業職業學校文教基金會,300,新竹市中華路2段2號,朱雲乾,協助國立新竹高級工業職業學校改善環境、發展校務、鼓勵教師究進修、促進學生及在學之校友敦品勵學。,1993-07-28,,5300000,7500000,(03)531-8744,廖倉祥,,300,新竹市中華路2段2號,
812,財團法人山本文化教育基金會,721,臺南市麻豆區小埤里苓子林17之2號,陳新春,資助清寒資優學生及獎助文化教育事業等公益事業。,1992-11-24,81教五018440號,5000000,5000000,(06)570-2171#14,柯河山,(06)570-0544,721,臺南市麻豆區小埤里苓子林17之2號,
813,財團法人社教文化基金會,413,臺中市霧峰區成功路240號2樓,藍順德,以加強推展臺灣省社會教育與充實文化建設，提昇國民文化水準與生活品質為宗旨。,1994-01-20,,100000000,200000000,(04)2333-0440,劉寶金,(04)2333-0440,413,臺中市霧峰區成功路240號2樓,
814,財團法人仁愛殘障文教基金會,50846,彰化縣和美鎮鹿和路6段115號,周三元,一.協助國立和美實驗學校推展校務、充實設備、整理環境、急難救助、獎勵教師特殊教育研究、促進身心障礙學生敦品勵學、輔導身心障礙學生就業技能、提高教育功能。二.辦理殘障體育、藝文、文康教育相關活動。,1994-05-30,83教五07304號,12000000,20000000,(04)755-2009#1245,張世勇,(04)757-4263,50846,彰化縣和美鎮鹿和路6段115號,
